"Type","Classification","Flow_Substance","Flow_Rate_m3_day","Stabilized_Shut_In_Pressure_kPa","Source_Depth_mkb","Ground_Water_Base_mkb"
"Vent Flow","Serious","Gas",0.28,73,218,219.61
"Vent Flow","Non Serious","Gas",16,920,755,309
"Vent Flow","Non Serious","Gas",0.3,203,755.5,379.91
"Vent Flow","Non Serious","Gas",0.13,107,789.5,350.6
"Vent Flow","Non Serious","Gas",1.23,33,410,232.5
"Vent Flow","Non Serious","Gas",2.83,519,922,325.7
"Vent Flow","Serious","Gas",1.3,18,400,133
"Vent Flow","Non Serious","Gas",0.24,423,242,324.9
"Vent Flow","Non Serious","Gas",0.73,37,0,223.8
"Vent Flow","Non Serious","Gas",0.1,4,0,194.4
"Vent Flow","Serious","Gas",0.2,2,750,605.3
"Vent Flow","Non Serious","Gas",0.1,12,0,194.1
"Vent Flow","Non Serious","Gas",45.3,814,2,567.8
"Vent Flow","Serious","Gas",770,2501,596,373.1
"Vent Flow/Gas Migration","Serious","Gas",157,150,260,161
"Vent Flow","Serious","Gas",0.01,0,340,217
"Vent Flow","Non Serious","Gas",1,300,0,0
"Vent Flow","Serious","Gas",69,336,0,0
"Vent Flow","Non Serious","Gas",1,180,380,0
"Vent Flow","Non Serious","Gas",6,83,0,194.5
"Vent Flow","Non Serious","Gas",0,2250,0,0
"Vent Flow","Non Serious","Gas",72,310,0,0
"Vent Flow","Non Serious","Gas",0,235,0,191.4
"Vent Flow","Non Serious","Gas",0,736,0,0
"Vent Flow","Non Serious","Gas",4,300,0,188.7
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",16,621,0,186.5
"Vent Flow","Non Serious","Gas",14,500,0,186.5
"Vent Flow","Non Serious","Gas",0,1140,0,0
"Vent Flow","Non Serious","Gas",13,621,0,185.9
"Vent Flow","Non Serious","Gas",0,1260,0,198.7
"Vent Flow","Non Serious","Gas",1,1,0,192.6
"Vent Flow","Non Serious","Gas",0,68,0,0
"Vent Flow","Non Serious","Gas",11,250,0,0
"Vent Flow","Non Serious","Gas",0,147,0,0
"Vent Flow","Non Serious","Gas",0,75,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",2,25,0,0
"Vent Flow","Non Serious","Gas",0,34,0,191.4
"Vent Flow","Non Serious","Gas",37,255,0,189
"Vent Flow","Non Serious","Gas",0,15,0,0
"Vent Flow","Non Serious","Gas",2,90,0,189
"Vent Flow","Non Serious","Gas",2,40,0,0
"Vent Flow","Non Serious","Gas",2,172,0,192.6
"Vent Flow","Non Serious","Gas",5,345,0,205.4
"Vent Flow","Non Serious","Not Converted",0,15,0,0
"Vent Flow","Non Serious","Gas",4,15,0,192.6
"Vent Flow","Non Serious","Gas",0,470,0,0
"Vent Flow","Non Serious","Gas",0,1264,0,185.6
"Vent Flow","Non Serious","Gas",7,683,0,236.8
"Vent Flow","Non Serious","Gas",0,0,0,193.5
"Vent Flow","Non Serious","Gas",0,521,0,0
"Vent Flow","Non Serious","Gas",0,40,0,0
"Vent Flow","Non Serious","Gas",0,32,0,0
"Vent Flow","Non Serious","Gas",1,45,0,0
"Vent Flow","Non Serious","Gas",0,35,0,0
"Vent Flow","Non Serious","Gas",14,240,0,189
"Vent Flow","Non Serious","Gas",5,105,0,220.1
"Vent Flow","Non Serious","Gas",8,150,0,244.1
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Not Converted",0,10,0,0
"Vent Flow","Non Serious","Gas",63,807,0,0
"Vent Flow","Non Serious","Gas",0,365,0,0
"Vent Flow","Non Serious","Gas",0,241,0,0
"Vent Flow","Non Serious","Gas",14,250,0,0
"Vent Flow","Non Serious","Gas",0,40,0,0
"Vent Flow","Non Serious","Gas",0.1,16,0,111
"Vent Flow","Non Serious","Gas",1.44,388,0,85.75
"Vent Flow","Non Serious","Gas",11.1,1420,202.5,40.17
"Vent Flow","Serious","Saline",2,205,366.9,172
"Vent Flow","Non Serious","Gas",0.03,8,600,663.64
"Vent Flow","Serious","Gas",66.7,464,392.4,600
"Vent Flow","Non Serious","Gas",0.06,270,394,415.32
"Vent Flow","Serious","Gas",1,14,249.5,356.5
"Vent Flow","Serious","Gas",898.1,94,800,502.4
"Vent Flow","Non Serious","Gas",0.13,224,225,409
"Vent Flow","Non Serious","Gas",0.55,928,0,316.7
"Vent Flow","Non Serious","Gas",0.23,77,0,332.64
"Vent Flow","Non Serious","Gas",4.53,1318,545,520.91
"Vent Flow","Non Serious","Gas",1,500,472,100
"Vent Flow","Non Serious","Usable Water",5,100,0,0
"Vent Flow","Non Serious","Gas",298,1655,0,0
"Vent Flow","Serious","Gas",79.99,917,469,469
"Vent Flow","Non Serious","Gas",138,1800,300,250
"Vent Flow","Non Serious","Gas",0,530,0,0
"Vent Flow","Serious","Gas",243,690,0,0
"Vent Flow","Non Serious","Gas",1,35,410,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,55,0,0
"Vent Flow","Non Serious","Gas",0,180,0,0
"Vent Flow","Non Serious","Gas",1,30,0,0
"Vent Flow","Non Serious","Gas",1,12,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",1,35,0,0
"Vent Flow","Non Serious","Gas",1,525,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Usable Water",0,700,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",1,5,0,0
"Vent Flow","Non Serious","Gas",1,2,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Serious","Gas",1,140,0,0
"Vent Flow","Serious","Gas",373,3007,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,135,0,0
"Vent Flow","Serious","Gas",638,2800,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Non Serious","Gas",27,370,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",0,68,0,0
"Vent Flow","Non Serious","Gas",0,138,220,0
"Vent Flow","Serious","Gas",0,5400,0,0
"Vent Flow","Non Serious","Gas",165.1,252,8,203.63
"Vent Flow","Non Serious","Gas",5.57,170,451,285.1
"Vent Flow","Non Serious","Gas",0.2,60,0,118.88
"Vent Flow/Gas Migration","Serious","Gas",0.4,678,250,60.14
"Vent Flow","Serious","Gas",1.6,1375,407.5,120.72
"Vent Flow","Non Serious","Gas",0.32,0,0,101
"Vent Flow/Gas Migration","Serious","Gas",0.06,276,155,105
"Vent Flow","Serious","Gas",649,1177,867,190.8
"Vent Flow","Non Serious","Gas",1,20,0,0
"Vent Flow","Non Serious","Gas",0,586,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,0,0,0
"Vent Flow","Serious","Gas",0,281,0,0
"Vent Flow","Serious","Gas",1.12,145,1064.5,584.3
"Vent Flow","Non Serious","Gas",0.5,35,229.5,118
"Vent Flow","Serious","Gas",59.3,1761,347,189
"Vent Flow","Non Serious","Gas",91.23,140,434,764.62
"Vent Flow","Non Serious","Gas",0.02,4,266.5,600
"Vent Flow","Non Serious","Gas",108.9,159,257.5,340.94
"Vent Flow","Non Serious","Gas",0.74,927,77,67.3
"Vent Flow","Serious","Gas",414,2915,684,600
"Vent Flow","Non Serious","Gas",1,250,3,283.21
"Vent Flow","Non Serious","Gas",0.64,1627,728,603.9
"Vent Flow","Non Serious","Gas",1,25,0,496.91
"Vent Flow","Serious","Gas",581,182,215,370.1
"Vent Flow","Non Serious","Gas",1,45,0,220.1
"Vent Flow","Non Serious","Gas",0.34,65,510,119.7
"Vent Flow","Serious","Gas",33.52,2035,660,183.5
"Vent Flow","Non Serious","Gas",55.97,1772,0.1,188.2
"Vent Flow","Non Serious","Gas",1,28,0,0
"Vent Flow","Serious","Gas",787,800,280,188
"Vent Flow","Non Serious","Gas",36,330,21,204.4
"Vent Flow","Non Serious","Gas",86,400,281,364.8
"Vent Flow","Non Serious","Gas",158,300,0,0
"Vent Flow","Non Serious","Gas",1,85,0,0
"Vent Flow","Non Serious","Gas",1,1170,0,0
"Vent Flow","Non Serious","Gas",1,880,0,0
"Vent Flow","Non Serious","Gas",1,150,0,0
"Vent Flow","Non Serious","Gas",289,896,0,0
"Vent Flow","Non Serious","Gas",0,170,0,0
"Vent Flow","Non Serious","Gas",4,1380,0,0
"Vent Flow","Non Serious","Gas",0,0,0,130.2
"Vent Flow","Serious","Gas",279,1100,0.01,600
"Vent Flow","Non Serious","Gas",2,30,2474,765.1
"Vent Flow","Non Serious","Gas",9.85,338,202,200.9
"Vent Flow","Non Serious","Gas",2,115,519,600
"Vent Flow","Serious","Gas",0.25,247,396,81.55
"Vent Flow","Non Serious","Gas",0.68,114,822,397.84
"Gas Migration","Serious","Gas",0,0,339,189
"Vent Flow","Serious","Gas",203.9,1266,139.5,604.9
"Vent Flow","Non Serious","Gas",2.98,42,523,600
"Vent Flow","Serious","Gas",962,224,1234,606
"Vent Flow","Serious","Gas",68,661,295,208.5
"Vent Flow","Serious","Gas",0,30,0,0
"Vent Flow","Serious","Gas",40,0,0,0
"Vent Flow","Serious","Gas",122,827,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Non Serious","Gas",0,255,0,0
"Vent Flow","Serious","Gas",0,5100,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Serious","Gas",500,2724,334,604.1
"Vent Flow","Non Serious","Gas",0.03,0,525,55.2
"Vent Flow","Non Serious","Gas",1,21,313,304.3
"Gas Migration","Serious","Gas",0,0,521,124.1
"Vent Flow","Non Serious","Gas",3,33,237,326.1
"Vent Flow","Serious","Gas",16,1792,250.5,76
"Vent Flow","Serious","Gas",2.74,3174,679,433.96
"Vent Flow","Serious","Gas",500,600,253.5,160
"Vent Flow","Non Serious","Gas",6,214,400,0
"Vent Flow","Non Serious","Gas",178,121,400,0
"Vent Flow","Non Serious","Gas",1,2190,0,0
"Vent Flow","Serious","Gas",0,225,0,0
"Vent Flow","Non Serious","Gas",0,260,0,0
"Vent Flow","Non Serious","Gas",2,105,0,0
"Vent Flow","Non Serious","Gas",3,407,0,178.6
"Vent Flow","Non Serious","Gas",0,45,0,0
"Vent Flow","Non Serious","Gas",0,464,0,307.1
"Vent Flow","Non Serious","Gas",0,97,0,190.5
"Vent Flow","Non Serious","Gas",5,1000,0,175.3
"Vent Flow","Non Serious","Gas",29,26,0,147.5
"Vent Flow","Non Serious","Gas",0,394,0,192.6
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",1,70,0,0
"Vent Flow","Non Serious","Gas",0,15,0,190.8
"Vent Flow","Non Serious","Gas",4,150,0,186
"Vent Flow","Non Serious","Gas",1,28,0,0
"Vent Flow","Non Serious","Gas",0,1518,0,199.9
"Vent Flow","Non Serious","Gas",0,289,0,183.5
"Vent Flow","Non Serious","Gas",4,125,0,0
"Vent Flow","Non Serious","Gas",19,427,0,256.6
"Vent Flow","Non Serious","Gas",0,1103,0,195.4
"Vent Flow","Non Serious","Gas",0,25,0,0
"Vent Flow","Non Serious","Gas",0,853,0,188.1
"Vent Flow","Non Serious","Gas",18,480,0,190.8
"Vent Flow","Non Serious","Gas",14,365,0,0
"Vent Flow","Non Serious","Gas",0,65,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Non Serious","Gas",0,398,0,188.4
"Vent Flow","Non Serious","Gas",0,312,0,193.9
"Vent Flow","Non Serious","Gas",1,221,0,193.2
"Vent Flow","Non Serious","Gas",0,518,0,198.1
"Vent Flow","Non Serious","Gas",8,900,0,0
"Vent Flow","Non Serious","Gas",37,780,0,188.7
"Vent Flow","Non Serious","Gas",3,1241,0,0
"Vent Flow","Non Serious","Gas",43,0,0,0
"Vent Flow","Non Serious","Gas",0,15,0,0
"Vent Flow","Non Serious","Gas",5,810,0,240.8
"Vent Flow","Non Serious","Gas",8,675,0,0
"Vent Flow","Non Serious","Gas",0,782,0,184.7
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",1,30,0,188.7
"Vent Flow","Non Serious","Gas",10,241,0,0
"Vent Flow","Non Serious","Gas",8,285,0,190.8
"Vent Flow","Non Serious","Gas",0,10,0,0
"Vent Flow","Non Serious","Gas",216,1310,0,0
"Vent Flow","Non Serious","Gas",2,95,0,305
"Vent Flow","Non Serious","Gas",5,40,0,0
"Vent Flow","Non Serious","Gas",14,282,0,192.9
"Vent Flow","Non Serious","Gas",20,75,0,188.4
"Vent Flow","Non Serious","Gas",0,606,0,193.5
"Vent Flow","Non Serious","Gas",0,70,0,0
"Vent Flow","Non Serious","Gas",4,696,0,166.4
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",0,225,0,0
"Vent Flow","Non Serious","Gas",0,231,0,191.4
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Gas",4,125,0,191.7
"Vent Flow","Non Serious","Gas",17,425,0,0
"Vent Flow","Non Serious","Gas",17,450,0,150
"Vent Flow","Non Serious","Gas",0,2085,0,0
"Vent Flow","Non Serious","Gas",0,606,0,0
"Vent Flow","Non Serious","Gas",5,35,0,186.8
"Vent Flow","Non Serious","Gas",0,926,0,191.1
"Vent Flow","Non Serious","Gas",0,4,0,0
"Vent Flow","Non Serious","Gas",0,5,0,0
"Vent Flow","Non Serious","Not Converted",0,1650,0,0
"Vent Flow","Non Serious","Usable Water",0,490,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,290,0,0
"Vent Flow","Non Serious","Gas",21,65,199,99
"Vent Flow","Non Serious","Gas",0.09,27,433,147.5
"Vent Flow","Non Serious","Gas",0.03,4,616.5,513.68
"Vent Flow","Non Serious","Gas",7.2,918,0,176
"Vent Flow","Non Serious","Gas",0.1,1,0,426.51
"Vent Flow","Non Serious","Gas",1.12,1088,0,201.61
"Vent Flow","Non Serious","Gas",0.94,652,0,223
"Vent Flow","Non Serious","Gas",52.3,1509,0,230.77
"Vent Flow","Non Serious","Gas",5.1,477,0,525.17
"Vent Flow","Non Serious","Gas",0.31,131,0,210.53
"Vent Flow","Non Serious","Gas",0,620,0.01,0
"Vent Flow","Serious","Gas",99,696,442,641.2
"Vent Flow","Serious","Gas",5.87,237,548,340.31
"Vent Flow","Non Serious","Gas",19.82,460,1136.5,188
"Vent Flow","Non Serious","Gas",0,151,0,0
"Vent Flow","Non Serious","Gas",3,20,0,0
"Vent Flow","Non Serious","Gas",15,505,0,0
"Vent Flow","Non Serious","Gas",1,230,0,0
"Vent Flow","Non Serious","Gas",0,207,0,0
"Vent Flow","Non Serious","Gas",281,0,0,0
"Vent Flow","Serious","Gas",696,1725,0,0
"Vent Flow","Non Serious","Gas",1,683,0,0
"Vent Flow","Serious","Gas",1000,1775,0,0
"Vent Flow","Non Serious","Gas",0,20,0,0
"Vent Flow","Non Serious","Gas",0,68,0,0
"Vent Flow","Non Serious","Gas",32,95,0,0
"Vent Flow","Serious","Gas",116,1000,0,0
"Vent Flow","Serious","Gas",2,161,0,0
"Vent Flow","Non Serious","Gas",8,1170,0,0
"Vent Flow","Non Serious","Gas",0,550,0,104.5
"Vent Flow","Non Serious","Gas",0,28,0,0
"Vent Flow","Non Serious","Gas",0,482,0,0
"Vent Flow","Non Serious","Gas",0,735,0,0
"Vent Flow","Non Serious","Gas",0,160,0,0
"Vent Flow","Non Serious","Gas",9000,1100,0,0
"Vent Flow","Non Serious","Gas",0.01,1600,3168,600
"Gas Migration","Serious","Gas",0,0,200,426.4
"Vent Flow","Non Serious","Gas",51,65,0,0
"Vent Flow","Non Serious","Gas",5,0,0,0
"Vent Flow","Non Serious","Gas",6,30,0,0
"Vent Flow","Non Serious","Gas",90,276,490,322
"Vent Flow","Non Serious","Gas",7,62,0,303.5
"Vent Flow","Non Serious","Gas",3,165,530,471.44
"Vent Flow","Non Serious","Gas",0,90,0,0
"Vent Flow","Non Serious","Gas",0,100,0,0
"Vent Flow","Non Serious","Gas",1,50,0,0
"Vent Flow","Non Serious","Gas",0,95,453,0
"Vent Flow","Non Serious","Gas",1300,324,0,205.1
"Vent Flow","Serious","Hydrocarbon Liquid",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1775,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",12.43,657,200,97.9
"Vent Flow","Non Serious","Gas",0.07,96,0,167.8
"Vent Flow","Non Serious","Gas",0.25,500,0,121.2
"Vent Flow","Non Serious","Gas",0.6,525,456,300.8
"Vent Flow","Non Serious","Gas",2.01,243,300,600
"Vent Flow","Non Serious","Gas",136,475,2192.5,600
"Vent Flow","Non Serious","Gas",11,257,0,305.56
"Vent Flow","Non Serious","Gas",2.02,11,0,605.1
"Vent Flow","Non Serious","Gas",0.3,1217,611,221.5
"Vent Flow","Non Serious","Gas",0.36,44,0,206.4
"Vent Flow","Serious","Gas",60,3500,0,465.6
"Vent Flow","Serious","Non-Saline",3.9,42,135,560.3
"Vent Flow","Serious","Gas",0.96,1127,6,483.3
"Vent Flow","Non Serious","Gas",0.05,79,378,193.2
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",26,120,0,0
"Vent Flow","Non Serious","Gas",98,0,392,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,1281,0,199
"Vent Flow","Non Serious","Gas",2,750,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,206,0,0
"Vent Flow","Non Serious","Gas",0,405,0,0
"Vent Flow","Non Serious","Gas",0,140,0,0
"Vent Flow","Non Serious","Gas",2.14,808,355,43.9
"Vent Flow","Non Serious","Gas",0.01,11,0,321.66
"Vent Flow","Non Serious","Gas",53.22,355,1710,408
"Gas Migration","Serious","Gas",0.1,500,248,292.31
"Vent Flow","Non Serious","Gas",2.46,218,400,600
"Vent Flow","Serious","Gas",0.11,447,0,276.5
"Vent Flow","Non Serious","Gas",0.2,510,0,287.6
"Vent Flow","Non Serious","Gas",0.1,1,698,239.2
"Vent Flow","Non Serious","Gas",0.08,215,0,291.3
"Vent Flow","Non Serious","Gas",0.58,28,0,88.78
"Vent Flow","Non Serious","Gas",0.2,77,610,605.2
"Vent Flow","Serious","Gas",0.1,1,5.41,358.2
"Vent Flow","Serious","Non-Saline",19.2,280,6.5,335.9
"Vent Flow","Non Serious","Gas",1,50,0,0
"Vent Flow","Non Serious","Gas",13,90,0,0
"Vent Flow","Non Serious","Not Converted",1,50,0,0
"Vent Flow","Non Serious","Gas",6,14,0,0
"Vent Flow","Non Serious","Gas",1028,1050,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",1,140,0,182.9
"Vent Flow","Non Serious","Not Converted",0,10,0,184.4
"Vent Flow","Non Serious","Gas",40,125,512,217.41
"Vent Flow","Non Serious","Gas",2,3450,0,0
"Vent Flow","Serious","Gas",3,308,320,0
"Gas Migration","Non Serious","Gas",0.01,420,153,120
"Vent Flow","Serious","Gas",6969,455,0,0
"Vent Flow","Non Serious","Gas",1,188,0,0
"Vent Flow","Serious","Gas",3123,386,0,0
"Vent Flow","Non Serious","Gas",1,180,0,0
"Vent Flow","Non Serious","Gas",48,986,0,0
"Vent Flow","Serious","Gas",547,503,0,0
"Vent Flow","Serious","Hydrocarbon Liquid",312,500,1150,0
"Vent Flow","Serious","Gas",5920,365,653,400
"Vent Flow","Serious","Gas",270,760,0,0
"Vent Flow","Serious","Gas",996,467,0,0
"Vent Flow","Non Serious","Gas",172,1900,0,0
"Vent Flow","Non Serious","Gas",2,220,0,0
"Vent Flow","Non Serious","Gas",0,50,0,0
"Vent Flow","Serious","Not Converted",0,0,0,0
"Vent Flow","Non Serious","Gas",1,21,120,600
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",2.25,70,250,379.74
"Vent Flow","Non Serious","Gas",0.68,390,1534.5,277.5
"Vent Flow","Non Serious","Gas",5.98,173,334,259.6
"Vent Flow","Non Serious","Gas",55.9,364,830,373.4
"Vent Flow","Non Serious","Gas",2.25,1378,163,104.94
"Vent Flow","Serious","Saline",0.1,4000,0,257.3
"Vent Flow","Non Serious","Gas",0.03,2,0,250.9
"Vent Flow","Serious","Gas",0.03,2900,248,262.7
"Vent Flow","Non Serious","Gas",0.08,314,193,393.03
"Vent Flow","Non Serious","Gas",0.01,9,0,138.3
"Vent Flow","Non Serious","Gas",0.03,399,0,140.3
"Vent Flow","Non Serious","Gas",0.03,9,0,137.9
"Vent Flow","Non Serious","Gas",1.44,6,875,359.8
"Vent Flow","Non Serious","Gas",3.7,274,98.5,389.3
"Vent Flow","Serious","Gas",1,250,262,422.4
"Vent Flow","Non Serious","Gas",78.9,590,114,295.56
"Vent Flow","Serious","Gas",4.3,93,275,328
"Vent Flow","Serious","Gas",378,591,360,566.66
"Vent Flow","Non Serious","Gas",8.2,1650,311,163.1
"Vent Flow","Non Serious","Gas",0,95,0,0
"Vent Flow","Serious","Gas",96,420,600,250
"Vent Flow","Serious","Gas",24,2407,461,106
"Vent Flow","Non Serious","Gas",1,126,0,0
"Vent Flow","Non Serious","Gas",0,117,0,0
"Vent Flow","Non Serious","Gas",399,800,0,0
"Vent Flow","Non Serious","Gas",1,1,0,0
"Vent Flow","Serious","Gas",4200,0,500,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,240,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,72,0,0
"Vent Flow","Non Serious","Gas",0,119,0,0
"Vent Flow","Non Serious","Gas",40,75,0,0
"Vent Flow","Non Serious","Gas",8,12,270,0
"Vent Flow","Serious","Gas",4344,1214,261,0
"Vent Flow","Non Serious","Gas",243,1240,0,0
"Vent Flow","Non Serious","Gas",2.65,130,280,206.91
"Vent Flow","Non Serious","Gas",12,199,650,437
"Vent Flow","Non Serious","Gas",0.18,225,0,110.1
"Vent Flow","Non Serious","Gas",0.07,3,1,600
"Vent Flow","Non Serious","Gas",3.5,0,230,150.38
"Vent Flow","Non Serious","Gas",0.7,111,0,90.79
"Vent Flow","Non Serious","Gas",1,75,185,100
"Vent Flow","Serious","Saline",0.14,133,300,186.8
"Vent Flow/Gas Migration","Serious","Gas",1.44,1252,1029,421.78
"Vent Flow","Non Serious","Gas",0,1440,0,0
"Vent Flow","Serious","Gas",23.8,0,237,341.9
"Vent Flow","Serious","Gas",2741,359,1000,205
"Vent Flow","Non Serious","Gas",0,2250,0,0
"Vent Flow","Non Serious","Gas",1,27,0,0
"Vent Flow","Non Serious","Gas",1,150,0,0
"Vent Flow","Non Serious","Gas",1,0,0,0
"Vent Flow","Serious","Unusable Water",19,0,0,0
"Vent Flow","Non Serious","Gas",2.83,965,214,225
"Vent Flow","Non Serious","Gas",2,110,555,205
"Vent Flow","Serious","Gas",479,524,0,0
"Vent Flow","Non Serious","Gas",0,469,0,0
"Vent Flow","Serious","Gas",29,2415,0,0
"Vent Flow","Non Serious","Gas",0,131,0,0
"Vent Flow","Serious","Gas",590,500,220,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0,10,342,0
"Vent Flow","Non Serious","Gas",4,98,0,0
"Vent Flow","Non Serious","Gas",0,14,0,0
"Vent Flow","Non Serious","Gas",11,1900,0,182.9
"Vent Flow","Non Serious","Gas",0,135,0,0
"Vent Flow","Non Serious","Gas",2,320,0,350
"Vent Flow","Non Serious","Gas",0,896,1515,0
"Vent Flow","Serious","Gas",421,656,0,0
"Vent Flow","Non Serious","Gas",0,0,0,0
"Vent Flow","Non Serious","Gas",0.28,180,466,160
"Vent Flow","Non Serious","Gas",2.59,142,0,424.5
"Vent Flow","Non Serious","Gas",5,12,224.5,247.2
"Vent Flow","Non Serious","Gas",9,2690,2847,575.2
"Vent Flow","Non Serious","Gas",1,106,977,600
"Vent Flow","Non Serious","Gas",245,915,577,529.57
"Vent Flow","Non Serious","Gas",118,1605,166.8,600
"Vent Flow","Non Serious","Gas",6,26,438.1,438.1
"Vent Flow","Non Serious","Gas",0.3,21,600,105
"Vent Flow/Gas Migration","Serious","Gas",65.24,2175,369,49.3
"Vent Flow","Non Serious","Gas",0,1000,0,0
"Vent Flow","Non Serious","Gas",5,345,0,0
"Vent Flow","Non Serious","Gas",0,290,0,0
"Vent Flow","Non Serious","Gas",165,1800,0,0
"Vent Flow","Non Serious","Gas",0,230,0,110.2
"Vent Flow","Non Serious","Gas",0,100,0,0
"Vent Flow","Non Serious","Gas",0,250,0,0
"Vent Flow","Non Serious","Gas",10,250,0,0
"Vent Flow","Non Serious","Gas",47,336,0,0
"Vent Flow","Non Serious","Gas",0,300,0,0
"Vent Flow","Non Serious","Gas",0,70,0,0
"Vent Flow","Non Serious","Gas",34,0,235,206.42
"Vent Flow","Serious","Gas",238,9999,0,0
"Vent Flow","Non Serious","Gas",0.3,35,200,201
